0.56053,0.30781,-0.29534
0.55789,0.30862,-0.29274
0.56615,0.30791,-0.29313
0.55678,0.31219,-0.28832
0.55716,0.31281,-0.28685
0.56753,0.31481,-0.28471
0.56522,0.31612,-0.28065
0.557,0.31671,-0.28064
0.55035,0.31647,-0.2776
0.55486,0.3196,-0.27771
0.53826,0.32045,-0.27496
0.54083,0.31931,-0.27255
0.55465,0.32035,-0.27797
0.55451,0.32214,-0.27592
0.56251,0.32308,-0.27695
0.53894,0.32227,-0.27217
0.53112,0.32529,-0.26694
0.56111,0.32171,-0.27565
0.54468,0.31949,-0.2706
0.55136,0.31906,-0.2737
0.54951,0.32017,-0.2738
0.56034,0.31858,-0.27354
0.55294,0.31717,-0.27209
0.55424,0.31838,-0.27187
0.55699,0.31779,-0.27224
0.56134,0.31776,-0.27455
0.56168,0.31726,-0.27293
0.55407,0.31623,-0.27081
0.56194,0.31633,-0.27233
0.55655,0.31567,-0.27159
0.55986,0.31612,-0.27176
0.55458,0.31509,-0.27035
0.55011,0.31436,-0.27053
0.54714,0.31494,-0.269
0.55309,0.31341,-0.26929
0.55237,0.31123,-0.26602
0.58749,0.31609,-0.27843
0.58313,0.31368,-0.27949
0.59008,0.31541,-0.28134
0.55243,0.31238,-0.26878
0.5653,0.31107,-0.27745
0.56253,0.31028,-0.27679
0.59056,0.30995,-0.28168
0.59368,0.31229,-0.28249
0.55596,0.30991,-0.26729
0.54576,0.31074,-0.2655
0.54557,0.31086,-0.26606
0.59755,0.31729,-0.28886
0.58391,0.3133,-0.28297
0.58303,0.31355,-0.28275
0.59832,0.31802,-0.287
0.59957,0.31764,-0.2889
0.59416,0.31672,-0.28828
0.57687,0.31406,-0.28388
0.57216,0.31386,-0.28207
0.59627,0.31711,-0.28797
0.58825,0.31585,-0.2883
0.58423,0.31473,-0.28704
0.58097,0.31277,-0.28592
0.58487,0.31211,-0.28526
0.58406,0.31207,-0.2862
0.59253,0.31408,-0.28961
0.58993,0.31421,-0.28976
0.58548,0.31378,-0.28804
0.59059,0.31457,-0.29064
0.58952,0.31398,-0.29019
0.58297,0.31383,-0.2904
0.58185,0.31331,-0.29172
0.58233,0.31199,-0.29151
0.5714,0.30976,-0.28898
0.5108,0.30259,-0.26976
0.50671,0.30576,-0.27115
0.51277,0.3053,-0.27197
0.52901,0.30404,-0.28086
0.53894,0.30122,-0.28204
0.53782,0.3021,-0.28253
0.54156,0.30153,-0.28333
0.53212,0.30074,-0.28296
0.53891,0.30044,-0.28424
0.53323,0.30062,-0.28413
0.53987,0.29908,-0.28476
0.53976,0.29887,-0.28551
0.54173,0.29802,-0.28539
0.55404,0.29895,-0.28917
0.56536,0.29794,-0.29072
0.56672,0.29765,-0.29106
0.56089,0.29545,-0.29187
0.56745,0.29747,-0.29462
0.56343,0.29661,-0.29423
0.56383,0.29443,-0.29528
0.57087,0.29712,-0.29646
-2.8496,-0.34312,3.1403
-2.9152,-0.33943,3.0735
-2.8924,-0.34658,3.1195
-2.9031,-0.34131,3.0908
-2.9637,-0.34358,3.0885
-2.9087,-0.34167,3.0935
-2.9103,-0.34375,3.0917
-2.9126,-0.34357,3.0956
-2.9479,-0.34496,3.0944
-2.9185,-0.34691,3.096
-2.9053,-0.34912,3.1148
-2.9264,-0.35025,3.1157
-2.9058,-0.35153,3.1159
-2.9015,-0.35059,3.1178
-2.9067,-0.34639,3.1018
-2.9093,-0.34901,3.1204
-2.917,-0.35455,3.1148
-2.9086,-0.35312,3.1175
-2.8965,-0.35276,3.1253
-2.9146,-0.35495,3.1155
-2.9015,-0.35118,3.1222
-2.9278,-0.34745,3.1015
-2.9094,-0.35308,3.1193
-2.9087,-0.35175,3.1237
-2.8908,-0.34899,3.1308
-2.9012,-0.34595,3.1083
-2.9033,-0.34495,3.1086
-2.9023,-0.34699,3.1109
-2.8911,-0.34657,3.1264
-2.9141,-0.34948,3.1133
-2.895,-0.34833,3.1271
-2.8957,-0.34941,3.1252
-2.9021,-0.35019,3.1235
-2.8881,-0.34671,3.1284
-2.8933,-0.35027,3.1267
-2.9111,-0.35277,3.1143
-2.8824,-0.35061,3.1309
0.56414,0.2953,0.16895
0.56359,0.29199,0.17125
0.55848,0.29342,0.16862
0.56126,0.29394,0.16975
0.55936,0.29284,0.16957
0.56107,0.29354,0.16992
0.56124,0.29616,0.16867
0.5632,0.29555,0.16983
0.56362,0.29768,0.17117
0.55851,0.29356,0.17031
0.56409,0.29858,0.17015
0.56784,0.29938,0.16903
0.56767,0.30064,0.16926
0.56961,0.30313,0.16658
0.57112,0.30367,0.16512
0.57992,0.3049,0.16609
0.57692,0.30446,0.16428
0.57173,0.30358,0.16209
0.57586,0.30501,0.1612
0.57976,0.30646,0.16206
0.58157,0.31003,0.1603
0.58685,0.31146,0.16014
0.58316,0.30975,0.15935
0.58442,0.31029,0.15974
0.58346,0.30903,0.15786
0.57371,0.30565,0.15934
0.56761,0.30228,0.15508
0.5673,0.30276,0.15626
0.56138,0.29519,0.16066
0.5514,0.28903,0.16218
0.54354,0.28269,0.16044
0.53821,0.27508,0.1641
0.5056,0.25622,0.16434
0.4889,0.24627,0.16657
0.48773,0.23732,0.17308
0.45258,0.21225,0.17317
0.45207,0.20761,0.16799
-2.9962,-0.27506,3.0912
-2.9999,-0.26133,3.0959
-3.0063,-0.23519,3.0808
-3.0164,-0.22684,3.0885
-3.0311,-0.20373,3.0929
-3.0373,-0.18838,3.0873
-3.0578,-0.16987,3.077
-3.0578,-0.16987,3.077
2.8488,0.083504,0.51935
2.8488,0.083504,0.51935
2.8488,0.083504,0.51935
2.8488,0.083504,0.51935
2.8488,0.083504,0.51935
-2.2837,-0.61192,3.1371
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-2.2902,-0.61528,-3.1377
-0.67006,1.4087,-0.94925
-0.43032,1.3783,-1.1675
1.1452,-0.80503,-1.097
1.1056,-0.78659,-1.134
1.1206,-0.78797,-1.1248
1.3164,-0.82121,-0.91576
1.3164,-0.82121,-0.91576
-2.6776,-0.29906,-2.2809
-2.6632,-0.26437,-2.2787
-2.9636,-0.30428,3.0826
-2.9662,-0.34576,3.1125
-2.944,-0.36557,3.1223
-2.9042,-0.38737,3.1357
-2.9039,-0.40441,3.1388
-2.8514,-0.41598,-3.1335
-2.5935,0.17437,-0.13802
-2.5061,0.15812,-0.11042
-2.5019,0.13411,-0.089502
0.49692,0.41113,-0.030906
0.36435,0.42495,-0.0049274
0.35051,0.43697,-0.0077519
0.34899,0.46285,-0.017891
0.35803,0.48318,-0.027342
0.35629,0.49264,-0.025978
0.36325,0.5123,-0.03444
0.36642,0.52284,-0.044791
1.2589,0.041081,2.433
1.2336,0.043879,2.4472
1.2484,0.041524,2.4095
1.2295,0.040703,2.4113
1.2211,0.039673,2.4278
1.2161,0.039078,2.4065
1.2069,0.039241,2.4156
1.2038,0.036557,2.4067
1.2087,0.034779,2.4009
1.2118,0.03379,2.4067
1.2081,0.0338,2.4111
1.1931,0.036772,2.4211
1.2,0.033802,2.4294
1.2137,0.02746,2.4336
1.2077,0.025729,2.4494
1.2288,0.017221,2.4533
1.2162,0.01826,2.4731
1.2325,0.0098005,2.4857
1.2181,0.0099787,2.4972
1.2255,0.00029537,2.512
1.24,-0.0085942,2.5361
1.2516,-0.017972,2.5604
1.2525,-0.025616,2.5803
0.39076,0.39145,0.013772
0.382,0.36973,0.024441
0.38578,0.35766,0.028069
0.36359,0.3241,0.037935
0.38373,0.30818,0.043826
0.34279,0.29686,0.048468
0.34573,0.279,0.055288
0.35517,0.25595,0.063195
0.35815,0.23885,0.072287
0.35529,0.21967,0.077817
0.3396,0.18744,0.09688
0.32838,0.17641,0.088798
0.36753,0.16099,0.10386
0.31923,0.13746,0.10405
0.30479,0.10663,0.091077
0.30174,0.092256,0.09192
0.27728,0.075522,0.094546
-0.19514,-0.20859,-0.15215
-0.20732,-0.22936,-0.16364
-0.20675,-0.25236,-0.16431
-0.13723,-0.23904,-0.15108
-0.14374,-0.26388,-0.15475
-0.15379,-0.28551,-0.15691
-0.15151,-0.29807,-0.15531
-0.13173,-0.30824,-0.14352
-0.13386,-0.31952,-0.14813
-0.13673,-0.33371,-0.14482
-0.1229,-0.3375,-0.14838
-0.11836,-0.34116,-0.13936
-0.11181,-0.34371,-0.13442
-0.10863,-0.34327,-0.13226
-0.10007,-0.34042,-0.12779
-0.11533,-0.33633,-0.13508
-0.11873,-0.33052,-0.14164
-0.11524,-0.32506,-0.13483
-0.11525,-0.3137,-0.12839
-0.12023,-0.30309,-0.13027
-0.12753,-0.29544,-0.12996
-0.14121,-0.27924,-0.13275
-0.13083,-0.27234,-0.1198
-0.14451,-0.25256,-0.12356
-0.16472,-0.23235,-0.1326
-0.16887,-0.21446,-0.12741
-0.18139,-0.19867,-0.12823
-0.17204,-0.18597,-0.11897
-0.18369,-0.15616,-0.12195
-0.18472,-0.14471,-0.11518
-0.18705,-0.12468,-0.11807
-0.20544,-0.1205,-0.11121
-0.22842,-0.090518,-0.11612
-0.22397,-0.086132,-0.1088
-0.21461,-0.071624,-0.099641
-0.21487,-0.052766,-0.10443
-0.16633,-0.033823,-0.090434
-0.17306,-0.017353,-0.078413
-0.19637,-0.012611,-0.089229
-0.19414,0.0077465,-0.082208
-0.17687,0.022527,-0.07275
-0.22476,0.02871,-0.086781
-0.26163,0.042432,-0.093007
2.0128,-0.087532,3.0434
2.0153,-0.081921,3.0283
1.9819,-0.091365,3.0287
1.9039,-0.10767,3.0277
1.9127,-0.11079,3.0183
1.9612,-0.12502,2.9999
1.9863,-0.12084,2.9893
1.9734,-0.13173,2.9806
1.9414,-0.13821,2.9777
1.9425,-0.14534,2.975
1.9555,-0.14669,2.9671
1.9335,-0.15007,2.9652
1.8958,-0.15388,2.9608
