0.94553,0.24869,0.18593,-0.097779
0.94594,0.24761,0.18586,-0.096676
0.94493,0.25154,0.18597,-0.096196
0.94609,0.24718,0.18693,-0.094173
0.94608,0.24744,0.18705,-0.093351
0.94478,0.25236,0.18819,-0.091072
0.94518,0.25154,0.18819,-0.089179
0.94617,0.2476,0.18809,-0.089865
0.94714,0.24476,0.18731,-0.089083
0.9464,0.24661,0.18899,-0.08826
0.94849,0.23893,0.18832,-0.088404
0.94835,0.24048,0.18761,-0.087179
0.94637,0.24642,0.18936,-0.088292
0.94638,0.24639,0.18994,-0.087078
0.94529,0.25,0.19085,-0.086666
0.94842,0.23936,0.18887,-0.08676
0.9494,0.23589,0.18933,-0.084596
0.9456,0.24958,0.18999,-0.086385
0.94796,0.24247,0.18762,-0.085867
0.94704,0.24538,0.18809,-0.086767
0.9472,0.2444,0.18854,-0.086834
0.94596,0.24968,0.18823,-0.085917
0.94702,0.24644,0.18708,-0.086131
0.9468,0.24697,0.18767,-0.085727
0.94648,0.24829,0.18756,-0.085731
0.94584,0.25014,0.18802,-0.086422
0.94589,0.25049,0.1876,-0.085696
0.94699,0.24717,0.18653,-0.085553
0.94594,0.25075,0.1871,-0.085521
0.94668,0.24833,0.18647,-0.085774
0.94624,0.24984,0.18684,-0.085478
0.94701,0.24756,0.18596,-0.085455
0.9476,0.24549,0.18545,-0.086058
0.94799,0.24417,0.18541,-0.085524
0.94734,0.24709,0.18498,-0.085331
0.94769,0.24724,0.18353,-0.084162
0.94241,0.26226,0.18887,-0.086035
0.94307,0.26032,0.18769,-0.087312
0.94199,0.26327,0.18904,-0.087266
0.9475,0.24692,0.1844,-0.085295
0.94559,0.25232,0.18543,-0.088402
0.94601,0.25114,0.18486,-0.08846
0.9422,0.26394,0.18657,-0.088216
0.94163,0.26513,0.18791,-0.087948
0.94726,0.24893,0.18322,-0.084624
0.94855,0.24419,0.18295,-0.084588
0.94854,0.24404,0.18307,-0.084854
0.94056,0.2659,0.19124,-0.089807
0.94284,0.26039,0.188,-0.088939
0.94295,0.25998,0.18805,-0.088881
0.9405,0.26637,0.19137,-0.088747
0.94027,0.26681,0.1915,-0.089582
0.94107,0.26441,0.19075,-0.089945
0.94366,0.25692,0.18816,-0.089916
0.94436,0.25488,0.18763,-0.089533
0.94078,0.26539,0.19098,-0.089537
0.94189,0.26171,0.19008,-0.090651
0.94253,0.26003,0.18921,-0.090611
0.94311,0.25877,0.18801,-0.090687
0.94267,0.26073,0.18779,-0.09011
0.94274,0.26027,0.18786,-0.090634
0.94137,0.26376,0.18963,-0.091135
0.94169,0.2625,0.18959,-0.091429
0.94238,0.26061,0.18896,-0.091107
0.94155,0.2627,0.1899,-0.091728
0.94174,0.26229,0.18952,-0.091707
0.94259,0.2592,0.18917,-0.092448
0.9427,0.2586,0.18905,-0.093255
0.94272,0.25896,0.18844,-0.09331
0.94436,0.25424,0.18656,-0.093475
0.95294,0.22787,0.17809,-0.090894
0.95317,0.22553,0.17955,-0.091498
0.95247,0.22838,0.17971,-0.091406
0.95024,0.23541,0.1809,-0.094342
0.94915,0.24027,0.18018,-0.094398
0.94922,0.23961,0.1806,-0.094609
0.94876,0.24137,0.18061,-0.094728
0.94995,0.23699,0.17975,-0.095516
0.94909,0.24012,0.18008,-0.095554
0.94977,0.23742,0.17988,-0.095989
0.94903,0.24065,0.17955,-0.095905
0.94901,0.24055,0.17954,-0.096302
0.94883,0.24157,0.17922,-0.096188
0.94709,0.24698,0.18071,-0.096738
0.94566,0.25229,0.18098,-0.096594
0.94548,0.25292,0.18095,-0.096677
0.94629,0.25029,0.17975,-0.097909
0.94523,0.25296,0.18135,-0.09832
0.9458,0.25117,0.18071,-0.098624
0.9458,0.25147,0.17984,-0.099403
0.94472,0.25444,0.18159,-0.09893
-0.16881,-0.025462,0.97482,0.14346
-0.16393,-0.052406,0.97811,0.11699
-0.16972,-0.032215,0.97709,0.12429
-0.16559,-0.045054,0.97765,0.12147
-0.16789,-0.041226,0.98064,0.092015
-0.16605,-0.043273,0.97801,0.1185
-0.167,-0.044128,0.97789,0.11789
-0.16719,-0.042041,0.97812,0.11642
-0.16853,-0.039713,0.97988,0.099267
-0.16897,-0.041502,0.97818,0.11354
-0.17089,-0.033561,0.97757,0.1184
-0.17184,-0.031389,0.97869,0.10796
-0.17215,-0.033145,0.97741,0.11804
-0.17173,-0.032523,0.97727,0.11999
-0.16882,-0.039624,0.97766,0.11878
-0.17123,-0.030501,0.97791,0.11593
-0.17375,-0.032857,0.97778,0.11264
-0.17306,-0.032188,0.97747,0.11651
-0.17317,-0.029392,0.97689,0.12177
-0.17394,-0.032725,0.97762,0.11374
-0.17228,-0.030387,0.97729,0.11959
-0.16972,-0.038085,0.97876,0.1085
-0.17316,-0.03126,0.97754,0.116
-0.17276,-0.029077,0.97768,0.11596
-0.17158,-0.026979,0.97695,0.12409
-0.16888,-0.036894,0.97749,0.12094
-0.16845,-0.03651,0.97771,0.1199
-0.16957,-0.03561,0.97752,0.12018
-0.17013,-0.028984,0.97711,0.12436
-0.17113,-0.033586,0.97803,0.1142
-0.17109,-0.02837,0.97722,0.12237
-0.17151,-0.029326,0.97714,0.12216
-0.17188,-0.029671,0.97743,0.11919
-0.17028,-0.028234,0.97694,0.12566
-0.17199,-0.028858,0.97694,0.1232
-0.17275,-0.033539,0.97759,0.11559
-0.17226,-0.027775,0.97628,0.12816
0.94319,0.28625,0.11757,0.12096
0.9434,0.28607,0.1157,0.12158
0.94417,0.28353,0.11706,0.12023
0.94366,0.28492,0.11698,0.12099
0.94403,0.28399,0.1166,0.12065
0.94371,0.28483,0.11678,0.12101
0.94355,0.28489,0.11819,0.12077
0.94325,0.28587,0.11762,0.12135
0.94293,0.28619,0.11841,0.12229
0.94405,0.28365,0.11688,0.12105
0.94285,0.28637,0.11896,0.12196
0.94231,0.28809,0.11927,0.12176
0.94222,0.28804,0.11984,0.12202
0.9419,0.28884,0.12129,0.1212
0.94172,0.28947,0.12167,0.12068
0.94028,0.29369,0.12158,0.12183
0.94086,0.29217,0.12182,0.12074
0.94182,0.28957,0.12203,0.11927
0.94116,0.29149,0.12259,0.1193
0.94041,0.2934,0.12292,0.12014
0.93995,0.2942,0.12476,0.1199
0.93906,0.29669,0.12514,0.12035
0.9398,0.29488,0.12467,0.11952
0.93954,0.29551,0.12479,0.11986
0.9399,0.29492,0.12453,0.11874
0.94152,0.29037,0.12329,0.11838
0.94294,0.28718,0.12266,0.11555
0.94287,0.28712,0.12274,0.11615
0.94408,0.28446,0.11886,0.11687
0.9459,0.27972,0.1163,0.1162
0.94759,0.27578,0.11397,0.11412
0.94871,0.2733,0.11014,0.11459
0.95442,0.25738,0.10292,0.11066
0.95711,0.24927,0.098779,0.10973
0.95751,0.24879,0.093727,0.11176
0.96334,0.23119,0.083547,0.10748
0.96395,0.2306,0.081923,0.10446
-0.13488,-0.034829,0.98738,0.075383
-0.12833,-0.0318,0.98852,0.073111
-0.11496,-0.038056,0.99012,0.070649
-0.11126,-0.033407,0.99109,0.065151
-0.10017,-0.029808,0.99287,0.057375
-0.092477,-0.031907,0.99371,0.054421
-0.083369,-0.035675,0.99489,0.044427
-0.083369,-0.035675,0.99489,0.044427
0.13026,0.95686,-0.24791,0.077333
0.13026,0.95686,-0.24791,0.077333
0.13026,0.95686,-0.24791,0.077333
0.13026,0.95686,-0.24791,0.077333
0.13026,0.95686,-0.24791,0.077333
-0.27303,-0.12721,0.86688,0.39722
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.27655,0.12336,-0.86824,-0.39302
0.54282,-0.50233,0.42943,-0.51826
0.55433,-0.47987,0.42752,-0.52884
0.54921,0.59706,-0.021021,-0.58433
0.55499,0.58426,-0.014634,-0.59195
0.55296,0.58852,-0.013447,-0.58966
0.5427,0.64266,-0.035336,-0.53965
0.5427,0.64266,-0.035336,-0.53965
0.22662,-0.37036,-0.88888,-0.14616
0.21453,-0.37438,-0.88786,-0.15978
-0.1483,-0.042504,0.98371,0.092283
-0.17009,-0.029331,0.98098,0.08877
-0.17994,-0.027381,0.97833,0.098724
-0.19078,-0.025638,0.97433,0.11675
-0.19925,-0.025153,0.97268,0.11644
0.20489,0.025961,-0.96828,-0.14065
0.26318,-0.95837,-0.04262,-0.10222
0.30683,-0.94689,-0.027619,-0.092095
0.31053,-0.94715,-0.021327,-0.077575
0.94955,0.23765,0.20155,0.035527
0.96143,0.17659,0.20783,0.035837
0.96141,0.16938,0.21409,0.034066
0.95888,0.16695,0.22738,0.031244
0.95594,0.16966,0.23776,0.029535
0.95495,0.16873,0.24219,0.030809
0.95211,0.17042,0.25216,0.029373
0.95067,0.17026,0.25801,0.025804
0.26906,0.21978,-0.54625,0.76218
0.26558,0.21361,-0.53769,0.77119
0.27903,0.22487,-0.53958,0.76186
0.28069,0.22144,-0.53268,0.76709
0.27552,0.21548,-0.53142,0.77153
0.28447,0.22021,-0.52725,0.7698
0.28191,0.21656,-0.52466,0.77354
0.28639,0.21743,-0.52293,0.77282
0.28856,0.21896,-0.52444,0.77055
0.28628,0.21752,-0.52641,0.77047
0.28497,0.21583,-0.52546,0.77207
0.28192,0.21224,-0.52027,0.77769
0.27873,0.20988,-0.52429,0.77677
0.27738,0.20824,-0.53095,0.77317
0.27234,0.20257,-0.53052,0.77675
0.27102,0.20113,-0.54028,0.77084
0.2643,0.1945,-0.53723,0.77698
0.26015,0.18994,-0.54589,0.77347
0.25701,0.18503,-0.54133,0.77889
0.25321,0.17818,-0.54681,0.7779
0.24504,0.16989,-0.55563,0.77612
0.23725,0.16084,-0.56325,0.77498
0.23161,0.15235,-0.56601,0.77639
0.96196,0.19174,0.18946,0.044381
0.96459,0.1888,0.17818,0.046687
0.96523,0.19107,0.17191,0.047649
0.96991,0.18141,0.15527,0.047574
0.96914,0.19169,0.1465,0.050515
0.97362,0.17216,0.14159,0.048829
0.97449,0.17405,0.13222,0.050872
0.97502,0.17909,0.12002,0.053376
0.97559,0.18097,0.11077,0.056512
0.97684,0.17971,0.10097,0.057411
0.97938,0.17251,0.083983,0.063311
0.98111,0.16651,0.079592,0.058001
0.9779,0.186,0.069491,0.065543
0.98306,0.16188,0.059464,0.062121
0.98561,0.15383,0.045715,0.053012
0.98623,0.15208,0.038642,0.052297
0.98835,0.13971,0.030822,0.05198
0.98774,-0.088732,-0.11067,-0.065119
0.98576,-0.093149,-0.12184,-0.068956
0.98449,-0.091753,-0.13315,-0.068032
0.98832,-0.058902,-0.12375,-0.0666
0.98652,-0.060828,-0.13633,-0.06701
0.98472,-0.064687,-0.14737,-0.066451
0.98398,-0.063133,-0.15342,-0.065295
0.98419,-0.053885,-0.15745,-0.060619
0.98314,-0.054103,-0.16317,-0.062283
0.98205,-0.055201,-0.17013,-0.05986
0.98199,-0.047949,-0.17166,-0.062647
0.98207,-0.046347,-0.1731,-0.058476
0.98215,-0.043462,-0.17406,-0.056532
0.98232,-0.042104,-0.1737,-0.055764
0.98285,-0.038387,-0.17198,-0.054395
0.98266,-0.045416,-0.17055,-0.056801
0.98286,-0.046755,-0.16795,-0.059936
0.98357,-0.045817,-0.16501,-0.057067
0.98463,-0.046764,-0.15928,-0.05428
0.98525,-0.049458,-0.15424,-0.055176
0.98563,-0.053356,-0.15067,-0.054736
0.98628,-0.0605,-0.14315,-0.055721
0.98738,-0.05654,-0.13909,-0.050323
0.98812,-0.063726,-0.1298,-0.052012
0.98835,-0.07388,-0.12068,-0.056065
0.98928,-0.07689,-0.11177,-0.054064
0.98952,-0.083613,-0.10434,-0.054529
0.99072,-0.079893,-0.097431,-0.051009
0.99134,-0.086536,-0.083097,-0.053357
0.99187,-0.087691,-0.077161,-0.050509
0.99231,-0.089384,-0.067419,-0.052823
0.99173,-0.098868,-0.065492,-0.049019
0.99109,-0.11104,-0.051479,-0.052442
0.99161,-0.10916,-0.04879,-0.049177
0.99257,-0.10512,-0.040884,-0.045652
0.99268,-0.10568,-0.031787,-0.049048
0.99545,-0.082209,-0.020589,-0.043636
0.99548,-0.086015,-0.012025,-0.038299
0.9942,-0.097649,-0.010641,-0.043767
0.99443,-0.096996,-0.00013089,-0.041274
0.99533,-0.088664,0.0080001,-0.037217
0.99258,-0.11265,0.0093864,-0.044707
0.99003,-0.13125,0.014948,-0.048843
0.063157,0.018066,-0.84424,0.53193
0.064764,0.026,-0.84476,0.53057
0.069031,0.022185,-0.83577,0.54428
0.076729,0.015129,-0.81383,0.57582
0.080616,0.018404,-0.81626,0.57173
0.091088,0.024017,-0.82959,0.55038
0.091914,0.030751,-0.83631,0.53962
0.098971,0.030748,-0.83262,0.54407
0.1029,0.028513,-0.82375,0.5568
0.10655,0.027672,-0.82397,0.55584
0.10911,0.031268,-0.82744,0.54996
0.11134,0.029875,-0.82129,0.55875
0.11468,0.028447,-0.81052,0.57366
0.11874,0.031473,-0.81404,0.56767
0.12023,0.030812,-0.81071,0.57214
0.12081,0.029891,-0.80677,0.57761
0.12186,0.028676,-0.8056,0.57908
0.12144,0.027816,-0.79907,0.58818
0.12293,0.028569,-0.80587,0.57848
0.12418,0.031068,-0.80989,0.57244
0.12538,0.031451,-0.81362,0.56684
0.12392,0.028412,-0.81158,0.57024
0.12247,0.027981,-0.81291,0.56868
0.1226,0.027259,-0.80922,0.57393
0.12119,0.027587,-0.81187,0.57045
0.11813,0.027993,-0.81171,0.5713
0.11284,0.028436,-0.81842,0.56272
0.11073,0.027395,-0.82086,0.55963
0.10963,0.025423,-0.81873,0.56304
0.10659,0.025407,-0.82448,0.55518
0.10334,0.022699,-0.82472,0.55555
0.10051,0.022483,-0.82691,0.55282
0.098395,0.023471,-0.83238,0.54489
0.093521,0.020041,-0.83437,0.54285
0.088933,0.018594,-0.83363,0.54481
0.086931,0.019293,-0.84036,0.53467
0.081646,0.018816,-0.84583,0.52684
0.077366,0.018938,-0.85195,0.51752
0.069583,0.01074,-0.84658,0.52758
0.064931,0.0085225,-0.84618,0.52886
0.05793,0.011599,-0.86063,0.50578
0.052945,0.013582,-0.86966,0.49062
0.048392,0.016817,-0.88111,0.47013
0.037948,0.022125,-0.89444,0.44503
0.033087,0.019509,-0.89704,0.44027
0.023036,0.010868,-0.89258,0.45017
0.016823,0.0084926,-0.89417,0.44733
0.0042774,0.0086286,-0.90274,0.43009
-0.003086,0.0092845,-0.90754,0.41986
-0.0076492,0.007991,-0.91032,0.41376
-0.015387,0.014254,-0.92041,0.3904
-0.021611,0.017402,-0.92564,0.37738
-0.031205,0.022594,-0.93313,0.35747
-0.034907,0.016102,-0.93023,0.36495
0.98967,-0.097626,-0.07836,-0.069859
0.98703,-0.11254,-0.085176,-0.076443
0.98977,-0.088293,-0.089812,-0.067047
0.98857,-0.089844,-0.098658,-0.070129
0.98702,-0.097098,-0.1043,-0.074033
0.98472,-0.10701,-0.11114,-0.080788
0.98639,-0.090985,-0.11593,-0.072982
0.98554,-0.084873,-0.12314,-0.079633
0.99164,-0.017167,-0.12044,-0.043061
0.98935,-0.037133,-0.12894,-0.056392
0.98925,-0.026055,-0.13447,-0.051216
0.98879,-0.023074,-0.13863,-0.050536
0.98758,-0.026993,-0.14582,-0.051902
0.98744,-0.019688,-0.1487,-0.049608
0.98672,-0.015229,-0.15449,-0.047741
0.98536,-0.029148,-0.1578,-0.057671
0.98481,-0.023733,-0.16321,-0.054291
0.98395,-0.023608,-0.1672,-0.057762
0.98345,-0.022611,-0.17058,-0.056819
0.98253,-0.024414,-0.17433,-0.060353
0.98259,-0.020215,-0.17563,-0.057152
0.98225,-0.017716,-0.17839,-0.055259
0.98208,-0.01575,-0.18004,-0.053474
