0.24151,-0.28678,-0.018373,0.92691,-21.875,-0.125,28.563,0.58,0.43,-1.15,0.51162,-0.54823,0.60099,0.27695,27.25,25.063,104.38,2.01,3.24,-0.21
0.24127,-0.28397,-0.024902,0.92774,-19.063,2.375,14.938,0.28,0.29,-1.06,0.50035,-0.54815,0.60118,0.29639,-1.5625,31.625,73.875,1.59,4.26,-0.24
0.24266,-0.28199,-0.027344,0.92784,-6.1875,0.6875,-1.1875,0.3,0.28,-0.98,0.49077,-0.55215,0.59999,0.30707,-7.0625,27.063,29.438,0.87,5.38,-0.33
0.24307,-0.28333,-0.025311,0.92743,10.375,9.8125,-10.563,0.19,0.26,-0.8,0.48926,-0.55817,0.59835,0.30206,-18.5,20.75,-35.938,0.48,5.15,-0.27
0.24231,-0.29009,-0.017943,0.92557,31.188,16.125,-20.625,0.2,0.21,-0.32,0.49339,-0.57093,0.59418,0.27851,-29.25,18.188,-81.375,0.43,3.64,-0.72
0.24004,-0.29822,-0.0090269,0.92378,42.625,15.875,-24.438,0.56,0.44,-0.04,0.50213,-0.58154,0.58856,0.25142,-42.813,1.1875,-124.81,0.56,2.66,-0.61
0.23704,-0.30926,0.0027758,0.92094,34.625,17.75,-25.25,0.48,0.69,0.22,0.51929,-0.59483,0.57819,0.20582,-47.438,-8.4375,-149.06,1.06,1.45,-0.53
0.23616,-0.32,0.017226,0.91725,47.375,12.688,-31.688,0.46,0.51,-0.13,0.53352,-0.60349,0.5688,0.16611,-46.438,-8.375,-172.56,0.93,0.71,-0.92
0.23386,-0.3278,0.0277,0.91494,44.563,11.875,-34.313,0.8,0.73,-0.03,0.55494,-0.61166,0.55334,0.10831,-48.375,-28.063,-183.19,1.56,-0.17,-0.67
0.23353,-0.33848,0.043559,0.91052,40.938,10.125,-36.375,0.34,0.99,-0.28,0.5725,-0.61446,0.53914,0.06374,-47.375,-32,-188.19,2.04,-0.75,-0.3
0.23585,-0.3434,0.054334,0.90747,34.5,2.8125,-30.125,0.71,0.98,0.61,0.58534,-0.62226,0.51989,0.0028289,-56.25,-2.1875,-185,1.15,-1.33,-0.78
0.23639,-0.3479,0.063622,0.90497,30.375,3.5625,-25.063,0.65,0.76,0.34,0.59583,-0.62646,0.5008,-0.04127,-65.375,-33.375,-181.88,0.91,-1.95,-0.81
0.23479,-0.35274,0.074089,0.90277,30.25,0.875,-13.063,-0.05,1.11,0.07,0.6115,-0.62563,0.47373,-0.10104,-62.438,-46.813,-179.25,1.88,-2.84,-0.31
0.23043,-0.35436,0.084463,0.90227,30.938,-11.5,-4.0625,0.43,0.16,-0.56,0.62036,-0.62633,0.45078,-0.1403,-66.938,-42.75,-161.06,1.75,-3.31,-0.22
0.23034,-0.35009,0.092745,0.90324,13.313,-24.063,-3.5625,0.36,0.46,-0.89,0.63028,-0.62828,0.41769,-0.18307,-66.938,-47.875,-127.88,2.35,-4.71,-0.1
0.2327,-0.34482,0.095844,0.90432,-0.125,-17.5,0.9375,0.2,0.15,-1.02,0.63626,-0.6281,0.39363,-0.21387,-42.563,-29,-96.813,1.55,-4.68,0.5
0.23443,-0.34235,0.09484,0.90495,-9.625,-3.5625,0.4375,0.33,-0.24,-1.32,0.63803,-0.62992,0.38082,-0.22622,-38.688,-17.375,-41.125,1.4,-5.39,0.58
0.23572,-0.34292,0.09122,0.90472,-10.938,8.75,1.3125,0.03,-0.26,-0.94,0.63728,-0.63309,0.37543,-0.22818,-2.5625,1.0625,13.938,1.08,-5.26,0.81
0.23495,-0.34609,0.088202,0.90397,-5.625,19.5,1.4375,0.11,-0.17,-0.5,0.63646,-0.63282,0.38244,-0.21933,28.5,12.75,49.813,0.49,-4.42,0.82
0.23336,-0.3521,0.081504,0.90274,-10.625,25.375,5.5625,0.42,0.4,0,0.6354,-0.63008,0.401,-0.19649,49.125,17.063,75.938,0.34,-3.64,0.49
0.23151,-0.3565,0.075767,0.90205,-12.188,26.875,8.5,0.46,0.58,-0.08,0.63391,-0.627,0.41839,-0.1734,58.875,20.813,103.5,0.73,-2.76,0.5
0.23083,-0.35865,0.067627,0.90195,-19.313,13.625,11.25,0.48,0.47,-0.42,0.62942,-0.62395,0.44285,-0.13593,59.063,23.563,121,1.13,-2.14,0.09
0.23164,-0.35921,0.060303,0.902,-25.813,14.313,10.125,0.42,0.33,-0.53,0.62445,-0.62132,0.46179,-0.10333,62.438,26.313,139.19,1.38,-1.61,-0.28
0.23529,-0.3587,0.04942,0.90187,-31.063,10.5,9.6875,0.35,0.43,-0.39,0.61471,-0.61801,0.48671,-0.056071,60.063,28.938,148.06,1.48,-1.13,-0.51
0.23771,-0.35646,0.041883,0.90258,-37.813,2.25,13.375,0.36,0.3,-0.37,0.60609,-0.6115,0.50822,-0.022925,59.688,25.375,153.94,2.03,-0.8,-0.58
0.2406,-0.35176,0.031251,0.90404,-32.438,-0.25,16.75,0.47,0.32,-0.18,0.59211,-0.60294,0.53414,0.024016,60.938,32.063,157,1.43,-0.34,-0.61
0.24303,-0.3472,0.018546,0.90543,-36.25,3.6875,18.25,0.24,0.26,-0.15,0.58153,-0.59802,0.54791,0.062382,50.438,21.438,156,1.57,-0.06,-0.85
0.24409,-0.3444,0.010361,0.90643,-28.938,-0.6875,18.25,0.05,0.57,-0.17,0.56848,-0.58803,0.56492,0.1095,43.75,19.75,150.56,1.66,0.1,-0.4
0.24407,-0.34063,0.0046503,0.90794,-20.563,-5.75,17.875,0.5,0.41,-0.59,0.55708,-0.58004,0.577,0.14244,38.375,24.188,146.38,1.08,0.37,-0.8
0.24546,-0.33572,-0.0047038,0.90946,-30.438,-0.125,17,0.32,0.48,-0.48,0.54623,-0.57457,0.58348,0.17672,30.875,9.625,139.63,1.36,0.82,-0.34
0.24822,-0.33164,-0.012715,0.91014,-35.25,-2.5625,14.938,0.57,0.45,-0.19,0.53709,-0.56343,0.58916,0.21706,21.25,-2.25,123.69,1.32,1.47,-0.02
0.25175,-0.32545,-0.021795,0.91116,-30.438,-5.5,10.688,0.43,0.47,-0.34,0.52813,-0.55348,0.5933,0.25035,18.313,5.0625,107.94,1.05,1.67,0.14
0.25406,-0.32245,-0.026824,0.91144,-19.563,-6.9375,6.8125,0.37,0.43,-0.26,0.52123,-0.54739,0.59763,0.26731,11.875,12.688,86.75,0.64,2.62,0.53
0.25644,-0.31794,-0.030163,0.91235,-15.438,-7.875,2.75,0.18,0.37,-0.44,0.5124,-0.5459,0.59854,0.285,10.375,15.188,50.375,0.36,3.34,0.2
0.25877,-0.31658,-0.031566,0.91201,-9.4375,-3.3125,-3.5,0.51,0.32,-0.19,0.51096,-0.54245,0.60291,0.2851,-4.4375,11.625,9.1875,0.19,3.52,0.07
0.26211,-0.31759,-0.030128,0.91077,3.125,6.4375,-10.375,0.36,0.38,-0.1,0.51218,-0.5423,0.60655,0.27457,-7.5,10.25,-25.438,0.06,3.47,-0.08
0.26277,-0.32077,-0.02598,0.90967,13.188,11.438,-16.563,0.3,0.39,0.01,0.51565,-0.54599,0.60671,0.26039,-12.125,-0.6875,-69,0.06,3.16,-0.41
0.26346,-0.32753,-0.019506,0.90712,19.875,14.438,-20.813,0.24,0.52,-0.08,0.52741,-0.54789,0.60842,0.22686,-21.625,-8.25,-98.125,0.18,2.42,-0.52
0.2659,-0.33391,-0.012713,0.90425,22.688,15.75,-19.625,0.4,0.59,0.28,0.53951,-0.54798,0.60963,0.19273,-26.875,-18.875,-131.5,0.59,1.62,-0.43
0.26488,-0.34274,-0.0053888,0.90131,27.688,17.563,-20.938,0.25,0.49,0.24,0.55217,-0.5511,0.60553,0.15714,-24.625,-28.188,-152.31,0.79,1.3,-0.45
0.26488,-0.34966,0.0040694,0.8986,35.313,14.875,-27.125,0.47,0.44,0.11,0.57049,-0.54995,0.60181,0.099727,-32.875,-29.5,-167,1.28,-0.26,-0.35
0.264,-0.36001,0.016504,0.89466,35.375,15.188,-26,0.44,0.59,-0.2,0.58516,-0.54811,0.59516,0.054556,-38.438,-47.688,-172.31,1.96,-0.71,-0.32
0.26382,-0.36656,0.024217,0.89187,31.563,16.688,-25.563,0.27,0.63,-0.18,0.60192,-0.54696,0.58169,-0.0044276,-38.5,-42.188,-171.69,1.42,-1.01,-0.29
0.26228,-0.37496,0.034483,0.88849,29.563,11.5,-21.5,0.38,0.4,0.47,0.61001,-0.55282,0.56442,-0.060259,-60.375,-13.438,-163.75,0.75,-1.93,-0.47
0.25882,-0.38017,0.045799,0.88677,37,2.1875,-11.688,0.27,0.92,0.53,0.62108,-0.55413,0.54226,-0.11512,-59.625,-46.125,-158.56,1.69,-2.77,-0.16
0.25547,-0.3813,0.055792,0.88669,38,-5.5,-3.8125,0.22,0.37,-0.29,0.62791,-0.55179,0.52667,-0.15466,-54.688,-41.375,-142.69,1.85,-3.04,-0.58
0.25123,-0.38267,0.063219,0.88681,24.688,-4.875,-3.0625,-0.14,0.13,-0.84,0.63503,-0.55181,0.50776,-0.18555,-46.813,-42.188,-119.81,2.66,-4.14,0.31
0.25074,-0.38254,0.067589,0.88672,10.563,-1.125,-1.875,-0.01,-0.32,-1.7,0.63906,-0.54825,0.49346,-0.21839,-27.313,-22.625,-71.625,2.22,-4.89,0.73
0.25119,-0.38481,0.066981,0.88571,-4.5625,13.188,-4.625,0.12,-0.88,-1.32,0.63902,-0.54871,0.4861,-0.23275,-28.188,-8.5625,-26.5,2.07,-5.56,0.83
0.25224,-0.38948,0.064835,0.88353,-2.375,24.25,-10.5,0.05,-0.69,-1.08,0.6366,-0.54955,0.48894,-0.23165,5.125,11.875,29.063,1.31,-5.14,1.08
0.2544,-0.39939,0.062964,0.8785,-2.25,33.375,-11,0.31,-0.04,0.12,0.6336,-0.54917,0.5011,-0.21408,29.313,21.813,59.125,0.81,-3.97,1.02
0.25606,-0.40695,0.058656,0.87478,-7.4375,28.875,-8.1875,0.4,0.43,0.09,0.62939,-0.54708,0.5188,-0.18814,36.313,28.25,89.75,0.69,-3.5,0.48
0.25696,-0.41346,0.054167,0.87184,-13.625,25.688,-3.375,0.22,0.44,0.2,0.62444,-0.54508,0.53476,-0.1644,38.125,27.875,111.31,0.76,-2.97,0.33
0.25849,-0.4186,0.046856,0.86935,-14.875,25.5,-1,-0.3,0.7,-0.02,0.61945,-0.54464,0.54894,-0.13511,45.5,32.188,123.44,0.9,-2.87,0.36
0.26004,-0.4209,0.042902,0.86796,-16.813,7.1875,4,0.26,0.55,-0.11,0.61025,-0.54167,0.5706,-0.092352,52.438,38.188,136.25,0.86,-1.86,0.19
0.2615,-0.4195,0.039612,0.86833,-21.75,-1.125,8.9375,0.54,0.58,0.31,0.60234,-0.53875,0.58625,-0.057875,52.438,35.125,140.19,0.52,-1.49,0.14
0.26382,-0.41435,0.031338,0.87052,-27.125,-8.6875,13.875,0.23,0.6,0.54,0.59225,-0.53421,0.60316,-0.011209,44.813,29.438,141.81,0.95,-1.07,-0.08
0.2646,-0.40827,0.026449,0.87322,-23.938,-19.188,20.375,0.36,0.26,0.11,0.57935,-0.53311,0.61543,0.036618,34.313,37.125,142.81,1.03,-0.62,-0.08
0.26526,-0.39909,0.019617,0.87747,-21.5,-19.625,21.875,0.22,0.59,-0.17,0.56935,-0.52958,0.62479,0.070588,38.375,27.688,135.94,1.23,0.4,-0.4
0.26564,-0.39121,0.015299,0.88107,-24.688,-22.938,20.188,0.39,0.33,-0.16,0.56088,-0.52475,0.63225,0.10244,32,19.125,126.25,1.02,0.48,-0.27
0.26726,-0.38112,0.0081099,0.8849,-24.813,-20.875,18.063,0.2,0.34,-0.12,0.55032,-0.51974,0.63807,0.1409,24.813,18.813,107.88,0.84,1.07,-0.33
0.26967,-0.37227,0.0030846,0.888,-21.688,-18.688,15.813,0.19,0.2,0,0.54095,-0.51478,0.64297,0.1698,12.125,17.75,92.125,0.53,1.47,-0.09
0.27037,-0.36671,0.0018166,0.89016,-9.0625,-24,6.4375,0.52,0.15,-0.1,0.5347,-0.5128,0.64501,0.18722,11.875,14.063,67.5,0.4,1.24,0.16
0.2722,-0.35991,0.00069769,0.89242,-10.75,-12.813,3.5625,0.56,0.46,-0.25,0.52913,-0.50919,0.64769,0.20322,14.125,6.375,46.188,0.32,1.83,0.28
0.2734,-0.35708,-0.00037441,0.89309,-8.125,-6.9375,0.6875,0.65,0.45,-0.17,0.52565,-0.50749,0.65,0.20865,11,9.8125,14.688,-0.05,2.75,0.05
0.27507,-0.35734,0.00071636,0.89249,1.125,3.25,-6.125,0.32,0.51,0.19,0.52554,-0.50571,0.65357,0.20251,-5.25,2.625,-25.563,-0.58,3.13,-0.25
0.27458,-0.3585,0.0044907,0.89222,10.5,6.3125,-8.125,0.38,0.7,0.12,0.52913,-0.5046,0.65571,0.18848,-9,-4.1875,-56.875,-0.42,3.16,-0.15
0.27431,-0.36208,0.011672,0.89068,19.688,6.6875,-8.875,0.21,0.5,0.33,0.53661,-0.50841,0.65367,0.16179,-20.938,-15.563,-93.875,0,2.29,-0.33
