-0.04348,-0.086733,0.10444,0.032984,0.038299,-0.13225
2.3094e-05,5.6957e-05,0.00054566,0.00042382,0.00091104,0.00022784
9.0915e-05,-0.00024313,0.00053225,0.000622,0.00078103,-0.00045728
0.00015826,-4.3755e-05,-0.00091491,0.00011545,0.0027696,-0.00096751
0.00023329,-0.00044253,-0.0013139,-0.00045152,-9.7337e-05,0.0010927
0.000804,-0.0002193,-0.013646,0.0018604,0.00070447,0.015508
0.00015433,-0.00040556,-0.00014638,0.00018011,4.9252e-05,0.00012053
0.00017182,-0.00040731,-6.0956e-05,0.00026603,0.00093625,-0.0013209
0.0001,-0.00027292,-0.00051961,-0.00053652,-0.00029327,0.0005759
-6.8041e-18,4.163e-18,1.8919e-17,7.7992e-18,-1.2377e-17,1.2951e-17
5.8767e-05,-0.00063931,-0.001186,-0.0012191,-0.0033697,0.0040062
0.00013118,-0.00063883,-0.0014421,-6.7754e-05,-0.0013251,0.0013595
0.0006972,-0.0001043,-0.014741,0.0017344,0.0030206,0.013536
-7.9811e-05,-9.0976e-05,0.00023413,-0.00023324,0.0014658,-0.0012352
-0.00016387,0.00030496,0.00079796,9.3563e-05,0.0013486,-0.0015412
8.9124e-05,-0.00018808,0.00010864,9.8751e-05,0.00013167,-0.00078307
4.5926e-05,-0.00034797,0.000353,-7.3137e-05,-0.00082475,0.00016846
-8.5808e-05,-0.00036748,0.00010058,-0.00062598,-0.00089183,0.00076645
-9.9337e-05,-0.0002236,8.7616e-05,-0.00056357,-0.00042378,0.00055307
-6.1317e-06,-9.3428e-05,-9.5003e-06,-6.546e-05,7.0625e-05,-0.000392
-9.325e-06,-0.00018581,-8.7135e-05,-0.00022904,-0.00040725,-0.00041867
-2.3206e-07,-0.00050062,-0.00058616,-0.00060461,-0.00091522,-0.00057677
-3.3766e-05,-0.00023953,-0.00035803,0.00010661,0.00033061,-0.0012993
-0.00016487,0.00026914,0.00068282,0.00039238,0.0012948,-0.00086697
-6.9916e-05,0.00029316,0.00045948,-0.00032612,0.0010329,-0.00059608
0.00011028,7.0612e-05,0.0016163,-0.0013941,-0.00093496,-0.00075643
-0.0001747,-0.0001483,-0.00046453,-0.00085753,-0.0018217,0.00056354
-0.00016349,0.00013919,0.00011289,9.7038e-05,-0.00090266,0.00012746
-0.0002546,0.00060977,0.00050941,0.00054632,0.0011699,-8.7818e-05
