10.217,-19.989,-1.2356,1.2392,15.613,49.334
10.236,-19.999,-1.3277,1.259,15.39,49.906
10.252,-20.018,-1.5438,1.5478,15.09,49.716
10.24,-20.075,-1.5488,1.7486,15.49,49.47
10.242,-20.067,-1.5571,1.7253,15.544,49.32
10.264,-20.023,-1.5901,1.6506,15.442,49.345
10.299,-19.942,-1.6303,1.4974,15.156,49.453
10.302,-19.943,-1.6411,1.4655,15.149,49.489
10.3,-19.933,-1.5926,1.4896,15.272,49.312
10.297,-19.921,-1.5601,1.5065,15.407,49.203
10.296,-19.901,-1.5379,1.5737,15.463,49.295
10.33,-19.816,-1.5568,1.6526,15.39,49.405
10.349,-19.774,-1.614,1.535,15.437,49.014
10.466,-19.686,-1.7247,1.2374,15.355,49.054
10.492,-19.67,-1.7692,1.2274,15.229,49.414
10.56,-19.584,-1.8524,1.1641,14.884,49.666
10.565,-19.59,-1.8557,1.1656,14.848,49.919
10.566,-19.593,-1.8653,1.1459,14.855,49.946
10.569,-19.591,-1.8483,1.1542,14.929,49.926
10.573,-19.59,-1.8715,1.1234,14.925,49.891
10.573,-19.568,-1.8827,1.1299,14.921,49.8
10.575,-19.561,-1.8941,1.1383,14.956,49.724
10.575,-19.571,-1.8955,1.1673,15.058,49.557
10.572,-19.596,-1.9119,1.2346,15.178,49.48
10.576,-19.625,-1.9678,1.3202,15.18,49.699
10.587,-19.638,-1.9978,1.3096,15.165,49.747
10.592,-19.642,-2.0024,1.2943,15.212,49.79
10.597,-19.645,-2.034,1.2558,15.203,49.734
10.603,-19.636,-2.0734,1.2283,15.218,49.5
10.608,-19.637,-2.0871,1.2392,15.228,49.407
10.611,-19.641,-2.0972,1.2702,15.229,49.449
10.617,-19.65,-2.1246,1.2543,15.194,49.522
10.626,-19.654,-2.1191,1.2866,15.161,49.821
10.644,-19.656,-2.1467,1.2656,15.188,49.758
10.667,-19.674,-2.19,1.2784,15.189,49.883
10.673,-19.679,-2.2208,1.253,15.169,49.861
10.681,-19.68,-2.2548,1.2394,15.125,49.882
10.684,-19.677,-2.2806,1.235,15.096,49.863
10.689,-19.679,-2.2983,1.2185,15.094,49.778
10.689,-19.678,-2.3024,1.1995,15.179,49.578
10.694,-19.691,-2.2913,1.2127,15.199,49.784
10.703,-19.702,-2.3137,1.2147,15.159,49.831
10.711,-19.713,-2.3256,1.2485,15.092,49.996
10.715,-19.706,-2.3281,1.2994,15.038,50.114
10.715,-19.683,-2.3572,1.2722,15.047,49.95
10.719,-19.686,-2.3786,1.2567,15.032,49.917
10.718,-19.677,-2.3917,1.2851,15.048,49.803
10.722,-19.679,-2.4046,1.2812,15.042,49.788
10.722,-19.679,-2.4046,1.2812,15.042,49.788
10.727,-19.693,-2.4143,1.3083,15.005,49.896
10.727,-19.716,-2.3965,1.3508,15.009,50.068
10.728,-19.726,-2.3975,1.3508,15.011,50.113
10.724,-19.737,-2.3848,1.3664,15.04,50.163
10.718,-19.739,-2.3857,1.3539,15.073,50.131
10.713,-19.736,-2.3867,1.338,15.1,50.073
10.707,-19.73,-2.3758,1.3303,15.13,50.033
10.694,-19.733,-2.3264,1.3727,15.168,50.171
10.686,-19.747,-2.2807,1.4097,15.193,50.391
10.674,-19.759,-2.2138,1.4467,15.255,50.576
10.664,-19.761,-2.1621,1.4606,15.304,50.561
10.662,-19.76,-2.153,1.4574,15.311,50.534
10.645,-19.749,-2.1089,1.4973,15.346,50.44
10.632,-19.736,-2.0848,1.5191,15.347,50.343
10.63,-19.733,-2.0917,1.5174,15.329,50.29
10.619,-19.725,-2.0766,1.5843,15.274,50.229
10.611,-19.726,-2.0374,1.6485,15.25,50.267
10.61,-19.736,-2.0008,1.6755,15.27,50.273
10.611,-19.743,-2.0092,1.6594,15.267,50.303
10.61,-19.767,-1.9711,1.7016,15.302,50.425
10.611,-19.774,-1.9849,1.6853,15.302,50.408
10.604,-19.79,-1.9637,1.7316,15.337,50.372
10.605,-19.793,-1.9796,1.7184,15.332,50.319
10.598,-19.782,-1.9968,1.6915,15.35,50.099
10.598,-19.781,-2.0199,1.6568,15.341,50.029
10.594,-19.781,-2.0033,1.6822,15.316,50.06
10.6,-19.791,-2.0168,1.6848,15.279,50.096
10.603,-19.801,-2.0282,1.6851,15.257,50.164
10.599,-19.818,-2.0082,1.7114,15.348,50.173
10.599,-19.821,-2.0412,1.6701,15.333,50.186
10.604,-19.822,-2.0886,1.5904,15.279,50.233
10.605,-19.814,-2.1185,1.5154,15.247,50.189
10.597,-19.797,-2.1111,1.4935,15.303,49.922
10.574,-19.784,-2.0653,1.5502,15.467,49.658
10.568,-19.782,-2.0658,1.5817,15.519,49.491
10.555,-19.796,-2.0722,1.6527,15.518,49.724
10.551,-19.802,-2.1015,1.6346,15.512,49.754
10.543,-19.811,-2.1152,1.6434,15.534,49.76
10.533,-19.816,-2.1193,1.6683,15.574,49.723
10.519,-19.808,-2.1303,1.6789,15.589,49.672
10.503,-19.793,-2.1471,1.6816,15.583,49.612
10.478,-19.767,-2.126,1.7176,15.579,49.615
10.468,-19.754,-2.1268,1.7056,15.606,49.512
10.457,-19.74,-2.1175,1.733,15.545,49.657
10.463,-19.691,-2.1341,1.6323,15.335,49.752
10.454,-19.669,-2.1305,1.5819,15.292,49.813
10.437,-19.644,-2.0965,1.5834,15.367,49.651
10.418,-19.624,-2.0708,1.6037,15.446,49.47
10.398,-19.61,-2.0551,1.6322,15.482,49.48
10.386,-19.602,-2.0749,1.5937,15.485,49.57
10.383,-19.593,-2.1023,1.5218,15.423,49.78
10.396,-19.531,-2.0362,1.3874,15.275,49.82
10.388,-19.526,-2.0443,1.368,15.283,49.855
10.373,-19.514,-2.0252,1.3814,15.31,49.799
10.365,-19.51,-2.0326,1.3693,15.31,49.848
10.354,-19.501,-2.0193,1.3971,15.281,49.889
10.344,-19.489,-2.0012,1.411,15.327,49.711
10.326,-19.482,-1.9552,1.4916,15.424,49.552
10.318,-19.475,-1.9318,1.5419,15.483,49.38
