-11.49248,-6.97903,19.45729,46.47787,22.46270
-12.25864,-6.05652,17.20721,42.07843,21.64648
-13.45668,-5.38747,14.57726,36.10083,20.05091
-14.06102,-5.01586,12.14221,29.78221,19.16169
-14.88041,-5.26067,8.99328,23.30892,18.55663
-16.24848,-5.23312,7.36238,20.92926,17.78904
-16.93398,-5.13378,4.91994,18.65833,17.72106
-17.59551,-4.06661,4.72997,19.40851,17.99456
-17.66854,-3.81293,3.95110,16.13417,19.30235
-17.55416,-3.51889,3.96419,14.11303,21.05167
-16.09516,-4.47585,4.39479,12.46294,23.15696
-15.15150,-4.15477,5.76584,13.39708,24.21835
-13.52686,-4.58468,7.37474,16.42772,25.29485
-11.85677,-4.33831,8.82807,19.92508,26.61736
-9.60455,-4.70241,11.38481,18.49581,27.66423
-7.81396,-4.81891,14.44838,16.28734,28.74167
-5.64454,-5.69637,17.17592,17.50622,29.69592
-4.14111,-5.27952,18.22823,14.14299,30.84180
-4.15638,-4.24042,20.20543,12.77497,31.69869
-4.18627,-3.55812,23.69661,13.99200,31.54101
-5.51635,-4.49223,26.70007,13.70096,31.27404
-5.86169,-4.15583,30.02529,14.84595,30.13860
-6.46943,-2.29305,32.76898,13.78414,28.92656
-7.74103,1.43354,31.65354,13.32459,29.65666
-9.31034,3.61723,31.20045,10.90133,28.81600
-10.37489,5.98773,32.52711,11.72556,27.51526
-11.21927,7.52121,35.30604,13.48708,26.19946
-10.46112,10.12770,37.21551,12.55222,27.38062
-9.96089,12.19841,38.95413,13.94829,28.66117
-8.59845,13.60379,42.00572,14.63304,30.04150
-8.16262,13.36823,43.47965,14.95473,31.31606
-7.30942,12.38830,44.78457,13.04462,32.51777
-7.25320,10.63348,44.58445,12.55771,32.56751
-7.45727,10.66662,41.55768,11.33542,32.84988
-8.75652,10.80173,37.92037,12.30288,32.50071
-8.99988,9.38881,36.34937,14.00682,31.62166
-9.72022,8.68428,34.28921,14.46227,31.37243
-11.19983,7.51411,31.35372,17.82494,31.00358
-11.76711,6.08244,29.18037,19.93053,30.40884
-12.77113,4.78089,27.10360,22.30956,29.70526
-13.13933,4.51747,24.91744,22.98778,29.51254
-13.46723,2.68981,22.48278,30.08244,28.90354
-12.50544,0.34059,21.07065,27.35079,28.66287
-12.82212,0.99050,19.50077,31.92712,28.14576
-13.18642,0.73127,18.21686,32.35614,27.34133
-14.70000,-0.03306,17.10210,37.12400,26.15357
-15.72467,-0.82173,17.11561,39.08591,24.68943
-16.75843,-1.25611,17.12862,39.30655,22.92138
-17.52596,-1.83868,15.16800,41.13563,22.19787
-18.03067,-1.17391,14.78010,41.98678,21.15684
-18.68170,-1.73007,13.51073,42.14718,19.40149
-20.11008,-2.15637,11.67449,41.54707,18.37409
-20.64135,-2.50198,10.16276,36.33308,17.87458
-21.48116,-3.25135,8.55061,30.80994,17.69782
-21.72951,-2.78165,6.49255,25.12970,17.92500
-22.38200,-2.82295,5.50907,22.14776,17.77154
-22.29727,-3.12023,5.07431,20.69974,17.91212
-22.27961,-2.34145,4.39333,19.96499,18.19068
-21.60176,-2.47626,4.19388,19.73851,18.90289
-20.42062,-2.59044,4.22412,18.69129,19.49042
-19.52264,-2.24820,5.91448,18.59361,19.97103
-17.70500,-2.61456,6.51994,17.15552,21.42069
-16.01884,-2.56134,7.81824,15.17390,23.07523
-14.38406,-2.85574,10.07675,13.26980,24.35297
-11.36452,-3.41031,13.06598,14.30676,25.17950
-8.69339,-3.17941,14.44804,11.54450,26.25550
-5.78219,-3.49245,16.64184,12.29114,26.90526
-4.19384,-3.76432,19.39652,14.26524,26.55925
-2.12076,-3.36973,21.27794,13.05611,27.06007
-0.96379,-4.23996,23.22163,15.32933,26.87034
1.07401,-4.12303,25.18960,13.49482,27.31063
0.68460,-5.14107,26.68033,17.53661,26.84243
0.38894,-4.57894,28.73488,20.03698,26.34216
0.36771,-4.65631,30.97580,21.99543,27.10503
1.60798,-5.60491,33.67899,22.83599,28.54314
3.28501,-5.06661,37.22870,25.54215,29.44491
4.13769,-4.18576,39.57971,29.13100,30.17586
4.66218,-4.17007,41.06638,31.73001,30.90609
5.46460,-3.47024,44.18564,33.23580,31.82474
4.79964,-3.73645,44.97289,34.70029,32.54255
5.56355,-3.66494,45.64109,32.94771,33.87563
5.73375,-3.69798,44.34543,30.70676,35.01688
4.10834,-3.37548,41.82071,30.13759,34.91262
3.35467,-3.36967,38.94003,29.63600,35.10715
2.00360,-3.95729,36.11986,30.52908,34.24420
0.64951,-4.07239,32.51337,30.11791,33.21445
-1.04280,-3.70206,29.63250,30.96890,32.34046
-3.19340,-3.62888,26.20577,30.29523,31.91153
-3.83447,-4.29374,24.15174,29.83666,30.78035
-5.26160,-4.31814,22.23036,28.39625,29.14630
-7.10255,-5.92855,20.55233,29.60856,27.38561
-8.82019,-5.42979,18.81428,31.39551,25.44529
-9.89902,-4.96335,17.70719,31.68193,23.63385
-12.31561,-3.88032,16.49503,32.00973,20.93883
-15.07173,-3.75948,14.36524,31.09969,18.38422
-17.04532,-3.23001,11.08538,25.97163,17.70086
-18.84497,-2.11257,9.41965,24.93729,17.15507
-20.82103,-2.16482,7.37790,23.99727,16.66766
-22.02835,-2.19140,6.29917,24.01729,16.24286
-22.52304,-2.34856,5.20824,22.76970,16.71304
-23.16788,-2.41596,3.75789,20.22457,17.69967
-22.69192,-3.51641,4.38707,23.57796,17.93718
-21.67345,-3.18804,5.64336,27.37228,18.24518
-19.71784,-2.87344,6.44870,28.97024,19.00457
-18.56044,-4.61355,6.78838,29.30236,19.59663
-15.91444,-5.19525,8.59592,23.76224,20.75438
-13.91643,-5.78118,7.69252,21.08594,21.52687
-12.05986,-3.82201,8.75836,15.33828,22.05931
-12.44909,-3.66854,9.20597,14.51658,20.91838
-11.63146,-2.26910,11.28321,10.19939,21.26159
-11.55689,-1.77773,12.15413,10.27980,21.36343
-10.20223,-0.32574,15.51092,8.97534,21.40880
-7.90375,1.43889,17.39382,3.62859,22.62080
-6.25840,2.50071,19.87499,1.33743,23.83829
-5.11290,4.23546,23.44639,1.45355,24.30039
-3.14735,4.86531,27.47385,-0.19899,25.48379
0.76173,4.27556,30.85370,-2.03017,26.15862
2.49953,6.38613,34.29404,-3.17299,26.30330
3.73127,6.93932,36.01720,0.74163,26.61822
6.01558,7.44302,38.01662,3.14179,28.08786
7.70390,6.19565,38.27412,5.73593,29.36140
10.11645,4.84332,40.22976,9.65561,29.89750
11.18944,3.72592,40.67352,11.65951,29.93511
12.26711,3.21555,39.37681,13.56141,30.28674
12.14946,1.33274,38.10228,14.99652,29.91865
11.46616,0.76665,35.45515,15.10384,30.23716
11.74409,-0.72728,34.35051,15.80175,30.40215
11.41702,-1.80583,32.36415,17.03589,30.66957
9.12040,-3.52789,30.34566,19.88395,29.88009
6.95182,-3.42564,27.87813,20.51317,29.61743
6.04749,-4.25834,25.24018,20.75138,29.66090
3.15991,-5.19658,23.96637,23.04463,28.01250
1.79638,-5.20255,22.05610,22.15531,27.76209
0.34725,-7.06668,21.20690,23.28934,26.51328
-1.68975,-6.74266,18.90845,27.02355,25.63634
-3.81846,-7.47995,16.49000,28.93414,24.70482
-5.84144,-7.09753,15.93202,30.89182,23.97032
-7.52324,-7.05716,13.98340,28.18092,24.28503
-8.76549,-7.33716,12.95743,23.04354,24.43900
-9.37365,-7.53331,11.69910,20.50304,23.91406
-9.77443,-5.93010,10.86349,17.42733,23.94772
-10.89547,-5.45507,10.14160,16.70759,23.40647
-11.21552,-4.42881,9.47333,11.95355,23.26901
-11.67095,-3.38304,10.84266,9.78159,22.35875
-11.81763,-0.71876,11.49916,7.10557,22.97275
-12.61519,-0.02677,13.45803,6.17158,23.15354
-12.82462,2.12030,13.25487,8.14629,23.28788
-12.77241,3.96157,14.13005,3.12664,25.87083
-12.22086,3.88979,17.28887,5.34168,26.45137
-10.90129,5.09030,18.98399,2.09083,28.02810
-8.30413,4.46170,22.52148,1.57460,28.19236
-5.98270,5.44992,24.62902,1.02026,28.35204
-4.02783,6.76505,27.26791,-0.05887,28.54771
-1.85946,7.39876,28.51150,-0.81923,29.22506
0.06196,8.00949,30.83013,0.05103,29.33813
1.86692,6.86262,31.75136,2.20148,29.04107
4.27330,6.83535,32.23043,2.71197,29.52684
5.50067,6.01798,32.35820,5.60989,29.63149
5.77613,5.07356,31.00064,7.86608,30.18890
5.66810,3.87185,30.47268,12.34460,30.67038
6.95180,1.90968,29.99525,14.70416,30.83885
6.70378,0.53530,29.51218,16.85524,31.01054
5.38311,-1.14056,28.83638,21.29955,30.23247
4.19472,-2.44165,27.90582,21.84437,29.66164
3.83890,-3.99150,26.72702,23.59218,29.35820
1.49024,-4.13984,24.74170,23.21548,28.71861
-0.52699,-5.95694,22.51557,25.97316,28.06961
-3.21025,-7.91797,20.63617,28.19836,27.10740
-4.07684,-8.77819,19.26290,27.83708,26.93648
-5.95356,-8.76175,17.41078,28.77545,26.62821
-7.80909,-9.29669,16.55861,29.68587,25.98631
-8.95987,-9.34352,15.12317,27.75086,26.18107
-10.47619,-9.95751,15.12538,30.44371,25.23790
-11.03257,-8.83138,13.58576,26.38470,25.96703
-11.39673,-8.39210,13.06820,21.82931,25.88953
-10.21434,-7.96597,12.87812,20.83743,25.38700
-9.97077,-5.63979,11.38197,17.31510,24.52127
-9.88650,-4.27705,11.27733,14.76879,24.13991
-9.79307,-2.84348,12.59167,8.65127,23.90251
-11.17556,-0.57435,12.12755,11.71049,22.96107
-11.55223,0.95496,13.78924,11.94821,22.36917
-10.10388,2.52793,16.01161,7.44153,21.79731
-7.70030,2.54199,19.08171,5.74217,20.86185
-10.13071,7.10376,19.09323,2.40801,23.43636
-8.84097,6.68503,24.42702,-0.60090,27.00058
-5.58896,5.01215,28.63642,-2.85798,28.02058
-2.87618,5.71904,30.28281,-4.39900,29.19726
-0.82011,7.14132,31.67100,-1.80931,29.33587
1.47927,7.83161,32.31863,0.59267,29.68352
3.20496,6.94592,33.37659,4.01004,28.90866
3.61514,6.97256,33.41042,6.34868,29.09879
5.62782,6.02062,33.26768,10.84048,30.06165
6.02375,4.67958,33.54801,17.24039,29.77051
6.25682,3.25798,34.22890,20.55860,29.54781
7.14961,1.31060,32.73141,23.80900,30.30190
6.75303,0.12909,32.83825,24.42633,29.89220
5.68524,-1.82805,31.11734,24.97122,29.62142
5.05539,-2.43653,29.41666,25.83333,29.29950
3.73635,-4.07872,28.16135,27.87715,27.97282
1.71905,-5.28686,25.46175,28.93766,27.39093
0.24511,-7.17053,24.11838,29.38450,26.35925
-1.53966,-8.08500,21.82167,33.82834,25.73530
-3.30278,-8.66972,19.02369,34.51599,25.49475
-4.93185,-7.96478,17.39278,32.65778,25.28477
-6.39386,-8.67068,17.37701,34.66014,24.66569
-8.01414,-9.20148,15.93944,32.64613,24.90294
-9.37174,-9.09810,15.05373,33.25699,24.45674
-8.98055,-7.97571,13.83429,29.39689,24.59375
-9.47281,-7.98015,13.08213,26.85778,23.61372
-10.06483,-7.01354,11.83832,26.27285,23.43748
-12.00117,-5.86866,9.99385,21.03609,23.05813
-11.43530,-4.66656,10.75502,13.24304,23.98936
-12.56061,-3.40403,14.16074,10.89247,22.78728
-12.84752,-2.24917,12.32275,6.04102,24.47953
-12.34903,1.64387,12.74486,6.08895,24.77270
-12.01200,4.27492,14.60623,7.36475,23.33172
-10.67193,5.53496,16.95269,4.03019,23.02273
-9.94690,7.07423,18.84691,2.16359,24.38166
-8.61259,8.37519,22.81817,-2.04166,25.37422
