0.4993,-0.0006,0.0756,0.8631,-13.313,-43.125,38.5,-0.15,0.61,-0.66,0.5272,0.234,0.4438,0.6858,-8.0625,3.375,54.813,0.04,0.76,-0.03,0.7257,-0.2208,-0.6141,-0.2178,30.5,-9.5,-6.75,0.17,-0.04,0.09
0.4855,0.0138,0.0651,0.8716,-1.0625,-37.625,42.875,-0.34,0.77,-1,0.5145,0.2409,0.4397,0.6956,1.3125,5.25,53.625,-0.05,0.79,0.18,0.726,-0.2121,-0.6188,-0.2119,33.938,-9.8125,-5.8125,0.09,-0.17,0.01
0.4745,0.0242,0.0578,0.878,-6.0625,-33.875,45.875,-0.27,0.43,-1.05,0.5007,0.2468,0.4369,0.7053,-3.5625,10.688,51.938,0.13,0.92,0.06,0.7258,-0.2057,-0.623,-0.2068,34,-12.25,-4.5,0.13,-0.12,0.13
0.4644,0.0309,0.0526,0.8835,-5.375,-29.313,47.75,-0.5,0.28,-1.68,0.4868,0.249,0.4338,0.7161,-7.125,19.125,48.5,-0.4,0.57,-0.03,0.725,-0.1968,-0.6292,-0.1993,36.25,-13,-4.875,0.21,-0.1,0.06
0.4505,0.0385,0.0475,0.8907,-1.625,-21.688,51.625,-0.17,0.05,-2.53,0.4735,0.2488,0.4321,0.7261,-6.5,26,40.875,-0.14,0.38,-0.05,0.7238,-0.1858,-0.6369,-0.1898,36.625,-12.563,-4.3125,0.09,-0.04,-0.02
0.431,0.0434,0.0448,0.9001,-0.1875,-7.375,53.563,-0.46,-0.02,-2.16,0.4573,0.2447,0.4322,0.7377,-6.625,31.438,34.5,-0.27,-0.05,0.08,0.7227,-0.1776,-0.6425,-0.1825,32.25,-11.25,-2.8125,0.14,-0.04,0.05
0.4147,0.0429,0.0435,0.9079,-4,3.8125,55.438,-0.39,-0.4,-2.04,0.4484,0.2412,0.4333,0.7437,-5.875,33.438,28.5,-0.22,0.26,0.2,0.7227,-0.1699,-0.6467,-0.1751,30.938,-7.75,-0.1875,0.26,0.11,-0.05
0.3993,0.0399,0.0417,0.915,-7.9375,10,55.188,-0.76,-0.61,-1.74,0.4377,0.2339,0.4346,0.7516,-9.5625,38.25,21.625,-0.59,0.18,0.52,0.723,-0.1649,-0.649,-0.1701,28.5,-4.3125,0.9375,0.28,0.1,-0.01
0.3864,0.0359,0.0412,0.9207,-6.625,18.625,55.063,-0.55,-0.85,-1.84,0.4287,0.225,0.4365,0.7584,-10.625,39.938,13.125,-0.19,0.18,0.47,0.7239,-0.1589,-0.6511,-0.1639,24.188,-1.4375,1.375,0.19,0,-0.08
0.3696,0.0273,0.0411,0.9279,-10.75,30.375,52,-0.91,-1.24,-1.94,0.421,0.213,0.439,0.7646,-12.25,44.063,6.3125,-0.68,0.11,0.26,0.7253,-0.1534,-0.652,-0.1587,21.375,2.75,0.75,0.09,-0.04,0
0.3556,0.0163,0.0425,0.9335,-6.75,37,47.875,-0.72,-0.91,-2.38,0.415,0.1998,0.4417,0.7699,-15.563,46,-1.9375,-0.47,-0.01,0.35,0.7274,-0.1484,-0.652,-0.1541,19.5,6.375,1.625,0.18,-0.1,-0.05
0.3414,0.0016,0.0436,0.9389,-13.625,48.688,43.875,-1.29,-1.38,-2.14,0.4108,0.1831,0.4446,0.7746,-14.563,47.875,-10.875,-1.01,-0.42,0.39,0.731,-0.1427,-0.6506,-0.1487,18.313,9.875,1.9375,0.31,-0.18,-0.1
0.3283,-0.0152,0.0483,0.9432,0.625,53.625,39.188,-1.06,-1.61,-1.76,0.4092,0.1666,0.4493,0.7764,-10.188,46.875,-23.188,-0.66,-0.14,0.66,0.7333,-0.1398,-0.6492,-0.1456,16.688,10.313,3.8125,0.28,-0.06,-0.02
0.316,-0.0327,0.056,0.9465,2.875,61.313,32.938,-1.22,-1.7,-1.43,0.4106,0.1489,0.4547,0.7762,-8.6875,45.063,-32.563,-0.98,-0.16,0.59,0.7375,-0.1369,-0.6458,-0.1423,11.125,15.063,5.25,0.17,0.05,0.02
0.3063,-0.0524,0.0649,0.9482,9.75,65.313,23.125,-1.33,-2.34,-1,0.4146,0.1312,0.4615,0.7733,-0.4375,40.813,-43.625,-0.98,0.1,0.91,0.7411,-0.1351,-0.6426,-0.1396,7.75,12.438,5.9375,0.24,0.22,-0.02
0.3032,-0.0716,0.0773,0.9471,14.813,69.25,11.625,-1.31,-1.95,-0.59,0.4216,0.1143,0.4695,0.7673,2.5,36.5,-50.625,-1.01,0.45,1.18,0.7448,-0.1346,-0.6389,-0.1379,2.25,14.438,6.3125,0.08,0.14,-0.01
0.301,-0.0931,0.0887,0.9449,11.5,71.938,0.25,-1.42,-2.33,0.44,0.4305,0.0969,0.4766,0.7604,0.75,33.75,-55.75,-0.93,0.32,1.22,0.7477,-0.1354,-0.6355,-0.1373,-2.25,13.688,6.5625,0.23,0.27,0.07
0.3013,-0.1133,0.1014,0.9413,23.25,66.188,-12.25,-1.58,-2.46,1.08,0.441,0.0817,0.4848,0.7509,10.813,25.75,-60.063,-1.26,0.99,1.48,0.7505,-0.1376,-0.6316,-0.1375,-8.125,11.875,8.125,0.18,0.13,0.05
0.3067,-0.1307,0.1158,0.9357,27.813,60.813,-25.438,-1.58,-1.73,1.29,0.4536,0.0698,0.4929,0.7393,15.625,16.938,-61.188,-1.09,1.24,1.66,0.7527,-0.1414,-0.6279,-0.1386,-12.5,11.438,7,0.18,0.15,0.04
0.3157,-0.1479,0.1281,0.9285,22.063,55.75,-35.125,-1.12,-1.55,1.74,0.4671,0.059,0.4987,0.7278,9.3125,8.8125,-61.125,-0.87,1.31,1.44,0.7543,-0.1459,-0.6244,-0.1408,-16.875,9.5625,5.75,0.22,0.13,0.03
0.3259,-0.1642,0.1374,0.9208,17.375,47.75,-44.063,-1.36,-1.34,2.32,0.4811,0.0491,0.5013,0.7175,4.0625,1.625,-58.438,-0.96,1.27,1.49,0.7551,-0.1516,-0.6214,-0.1442,-21.5,6.3125,4.9375,0.2,0.14,0
0.3403,-0.1771,0.1442,0.9122,16.75,35.188,-52.563,-1.37,-1.2,2.61,0.4916,0.044,0.5027,0.7097,10.375,-8,-53.688,-0.95,1.14,1.51,0.7547,-0.1583,-0.6191,-0.1484,-24.438,3.125,3.8125,0.25,0.01,-0.01
0.3529,-0.1842,0.1483,0.9053,19.125,25.938,-56.813,-1.08,-1.06,2.63,0.5059,0.0416,0.5045,0.6984,19.875,-18.375,-47.375,-0.77,1.25,1.34,0.7544,-0.1639,-0.6171,-0.1524,-29.625,6.75,2.4375,-0.43,-0.16,0.19
0.372,-0.1904,0.1541,0.8953,25.25,14.938,-61.313,-1.15,-0.79,2.32,0.5203,0.0441,0.5059,0.6866,23.75,-27.625,-42.563,-0.66,1.38,1.17,0.7527,-0.1742,-0.6143,-0.1603,-31,0.9375,1,0.38,-0.13,0.03
0.3979,-0.1921,0.1601,0.8827,29,-1.4375,-65.625,-0.78,-0.26,2.29,0.5343,0.0495,0.5062,0.6751,27.125,-33.813,-36.188,-0.43,1.83,1.12,0.7507,-0.1841,-0.6118,-0.1683,-41.375,1.8125,0.0625,0.05,-0.03,0.07
0.42,-0.1899,0.1614,0.8726,19.688,-13.688,-68.375,-0.66,0.13,2.36,0.5471,0.0577,0.506,0.6643,26.125,-39.375,-27.563,-0.36,1.78,0.91,0.7474,-0.1948,-0.6099,-0.1774,-43.813,-3.0625,-2.3125,0,-0.1,0.11
0.4428,-0.1844,0.1599,0.8627,21.438,-22.063,-67.875,-0.48,0.72,2.29,0.5582,0.0696,0.5045,0.655,27.5,-44,-19.875,-0.2,1.86,0.98,0.7444,-0.2027,-0.6088,-0.1845,-43.563,-5.125,-4,0.2,-0.09,0.11
0.4592,-0.1777,0.1577,0.856,17.938,-34.063,-63.625,-0.27,1.25,2.23,0.5679,0.0854,0.5018,0.6469,24.688,-45.688,-9.4375,-0.03,2.03,0.92,0.7401,-0.213,-0.6077,-0.1942,-42.813,-5.75,-5.125,0.24,-0.19,0.07
0.4787,-0.1675,0.1519,0.8483,10.125,-40.875,-54.625,0.03,1.56,2.07,0.5757,0.0988,0.4976,0.6412,17,-44.438,1,-0.11,2.09,0.63,0.7352,-0.2235,-0.6063,-0.205,-35.063,-3.625,-6.5625,0.21,-0.33,0.16
