-10.29,-4.1817,19.648,-1.1526,0.30647,-14.922
-0.76625,-0.33965,0.34048,0.10627,0.78128,-0.39922
-0.56739,-0.4096,0.37397,-0.081329,0.6917,-0.49751
-0.20623,-0.20656,0.19334,-0.17037,0.29332,-0.32737
-0.016887,0.018066,0.02907,-0.11352,-0.072115,-0.095896
0.074434,0.16462,-0.073069,-0.0095478,-0.30046,0.090011
0.13175,0.18967,-0.086791,0.027905,-0.29423,0.18488
0.032252,0.019326,-0.021847,-0.0024752,-0.051736,0.068372
0.031364,0.020218,0.0046317,-0.084502,-0.022522,-0.041078
0.065176,0.033318,-0.034847,-0.010581,0.044116,-0.0025171
0.14509,0.087487,-0.080607,0.07121,-0.049216,0.017454
0.091006,0.054751,-0.056652,-0.008861,-0.057099,-0.030687
0.074291,0.0739,0.0043201,-0.057105,-0.056551,-0.14444
0.035719,0.028505,-0.0012686,-0.068417,-0.045682,-0.048337
0.033059,-0.0081427,-0.018681,-0.058291,-0.052679,-0.038632
-0.029274,-0.14296,0.030694,-0.09405,0.13654,-0.16259
-0.095793,0.013994,-0.019868,-0.064062,0.033199,-0.09308
0.024514,0.030583,-0.032733,-0.12483,0.14125,0.12318
0.31643,0.18136,-0.12573,0.030291,-0.1015,0.27793
0.48067,0.24053,-0.22149,0.13512,-0.39071,0.12991
0.099022,0.01716,-0.088567,-0.0031993,-0.19523,-0.12956
0.11985,0.075613,-0.086142,-0.065386,-0.18292,-0.26533
0.05376,0.049802,-0.041205,-0.11206,-0.083793,-0.16563
0.0059198,0.012486,-0.0052284,0.0075711,-0.078234,-0.11032
-0.0038411,-0.014638,-0.0045201,0.043055,-0.071196,-0.081029
-0.060797,-0.023209,0.060438,-0.083964,0.11602,-0.058445
-0.083393,-0.049866,0.08026,-0.10516,0.19459,0.09941
-0.30578,-0.19861,0.33913,-0.35335,0.58177,0.16617
-0.047852,-0.040495,0.064998,-0.094386,0.10614,0.079588
0.0038065,-0.039568,-0.015328,0.084038,-0.11019,0.035971
0.15194,0.022952,-0.2515,0.30974,-0.57481,0.16972
0.43908,0.59497,-0.7578,-0.56833,-1.06,0.9664
-0.0056912,0.032275,0.0023169,0.034973,0.11598,-0.00063615
-0.066736,0.047865,0.11141,-0.15731,0.1306,-0.34189
-0.082215,-0.027069,0.11444,-0.13895,0.033314,-0.20657
0.017903,-0.027578,-0.029341,0.085093,-0.050474,0.096466
0.22323,0.26484,-0.2908,-0.014796,-0.39181,0.18684
0.026019,0.034608,0.011979,0.029265,0.079439,-0.077202
0.01165,-0.0050867,0.002697,0.018179,-0.10656,-0.043123
-0.006177,-0.023874,0.0076771,0.018408,-0.14911,-0.00043757
-0.071395,-0.019466,0.075046,0.011367,0.067375,-0.16679
-0.15953,-0.023853,0.14134,-0.087306,0.26736,-0.2341
-0.5232,-0.11632,0.3956,-0.33244,0.6887,-0.28493
-0.032085,-0.013376,0.019213,0.029192,0.17626,0.050471
-0.076889,-0.046639,0.056109,0.0019862,0.14152,-0.052719
-0.072381,-0.03731,0.060243,-0.044751,0.086432,-0.072901
-0.016647,-0.0043416,0.012711,-0.0080437,-0.0014516,0.019535
0.10115,0.10874,-0.079821,0.079481,-0.17567,0.074331
0.30861,0.29694,-0.23636,0.1022,-0.58867,0.26747
-0.00037116,0.022155,-0.0078655,0.05818,-0.066269,0.009945
-0.025364,-0.00013067,0.011367,-0.0044607,-0.0053412,0.067757
-0.0017008,0.018578,0.0076222,-0.046201,-0.021763,0.087334
-0.01009,0.0029247,0.006461,-0.036637,0.012695,0.044373
-0.023697,-0.049251,0.058234,0.0038633,0.14049,-0.115
0.013879,0.0066957,-0.0058411,0.016924,0.061298,-0.038772
0.2248,0.18003,-0.11488,0.036884,-0.28696,0.16751
0.30493,0.20711,-0.088031,-0.044168,-0.34503,0.24438
0.0086438,0.0046448,-0.0065804,-0.013467,-0.031869,0.05543
