-9.6004,-9.1485,5.7265
-9.5473,-11.038,6.5424
-9.2736,-12.042,7.2185
-8.6214,-13.437,6.9526
-8.2261,-14.357,7.6983
-7.6543,-15.174,8.8325
-6.7365,-16.048,9.925
-5.2557,-16.908,11.387
-4.4259,-17.143,13
-3.1493,-17.319,14.536
-2.5307,-17.286,16
-2.1183,-17.221,16.882
-1.8181,-16.992,17.401
-1.7917,-16.575,17.586
-2.6521,-16.082,16.68
-2.9427,-15.693,15.88
-3.7142,-15.113,14.015
-4.3945,-14.837,12.915
-5.9506,-14.502,11.724
-6.0087,-14.438,10.631
-6.7074,-14.415,9.2921
-6.8431,-14.151,8.896
-7.3817,-13.76,7.9819
-7.6033,-13.854,6.3866
-7.4003,-13.314,5.8962
-7.607,-13.109,5.7378
-7.7546,-12.587,7.5549
-7.9314,-12.48,8.0494
-8.0173,-12.14,8.221
-8.1401,-11.989,8.3892
-8.3365,-12.434,7.459
-8.1593,-12.695,8.0646
-8.1199,-13.294,6.3071
-7.8302,-13.509,6.7301
-7.5375,-13.866,7.6256
-7.4019,-14.046,8.2499
-7.1857,-14.262,9.8241
-6.9048,-14.394,11.126
-6.5744,-14.424,11.99
-6.3934,-14.32,12.745
-6.0351,-14.06,13.889
-5.7432,-13.914,14.53
-5.6395,-13.773,15.424
-5.3673,-13.607,16.461
-5.3956,-13.104,17.165
-5.5875,-12.876,17.062
-6.1476,-12.717,16.444
-6.5292,-12.767,15.33
-7.0552,-12.5,14.666
-7.3297,-12.408,13.844
-8.1638,-12.422,11.845
-8.451,-12.593,10.691
-9.1231,-12.508,9.8926
-9.0365,-12.369,8.9958
-9.0675,-12.292,8.2636
-9.0632,-12.357,7.5283
-8.8619,-12.083,7.3609
-8.7985,-11.583,8.4905
-9.0779,-11.322,7.8837
-9.2725,-10.861,9.7888
-9.5746,-10.438,8.3943
-9.943,-10.23,8.5377
-10.113,-10.508,7.1446
-10.637,-10.188,7.5853
-10.541,-9.8802,9.2831
-10.633,-9.9115,10.045
-10.508,-9.9293,10.52
-10.272,-10.002,12.426
-9.7733,-10.009,13.209
-9.4955,-9.9005,13.824
-9.0246,-9.8463,15.111
-8.5493,-9.9022,15.59
-8.2626,-9.7453,15.615
-8.1591,-9.8672,16.194
-8.091,-9.9368,16.564
-8.1136,-10.005,16.714
-8.414,-10.053,16.651
-8.5835,-10.08,15.952
-8.7349,-10.219,15.274
-9.1605,-10.472,14.489
-9.2582,-10.621,13.821
-9.4036,-11.077,11.929
-9.5674,-11.152,11.058
-9.3174,-11.247,10.329
-9.1992,-11.235,9.508
-9.0955,-11.466,7.8076
-8.8088,-11.443,8.6386
-8.8579,-10.937,10.23
-9.0994,-10.824,8.7747
-9.4555,-10.427,8.1028
-9.7459,-10.528,7.0829
-10.349,-10.105,7.9814
-10.547,-10.545,6.5678
-10.838,-10.309,7.7304
-11.104,-10.013,9.4574
-11.324,-9.8961,10.582
-11.201,-9.9129,11.221
-11.006,-9.9144,12.555
-10.974,-10.039,13.666
-10.393,-9.8482,14.834
-10.096,-9.7736,15.19
-9.7514,-9.6166,15.479
-9.6516,-9.5067,15.822
-9.6121,-9.323,16.307
-9.7076,-9.3885,15.785
-9.808,-9.3228,15.267
-10.066,-9.5475,14.04
-10.417,-9.8765,13.266
-10.661,-10.052,12.478
-11.098,-10.485,11.549
-11.416,-10.746,11.153
-11.673,-10.864,10.202
-12.271,-10.844,9.611
-12.13,-10.99,6.7789
-11.81,-10.846,6.0927
-12.086,-10.233,8.4502
-12.317,-10.074,8.1758
-12.203,-9.9821,6.9878
-12.617,-9.6902,6.7434
-13.559,-9.8276,4.4078
-14.506,-9.3192,7.2814
-15.165,-9.2674,8.2125
-15.661,-9.6513,5.4706
-16.036,-10.124,3.7507
-16.611,-9.9613,4.1966
-17.05,-9.7815,4.7663
-17.048,-9.6618,5.3042
-17.06,-9.594,6.8394
-17.089,-9.568,7.2055
-16.848,-9.5843,7.4973
-16.731,-9.4982,7.6311
-16.504,-9.4679,7.736
-16.562,-9.6481,7.771
-16.511,-9.8736,7.6188
-16.267,-10.037,7.1798
-16.083,-10.334,6.8946
-15.691,-10.639,6.8298
-15.011,-10.921,5.9898
-14.585,-11.327,5.3055
-14.366,-10.929,8.1746
-13.753,-10.812,8.0582
-13.407,-10.535,7.4988
-12.61,-10.447,7.1553
-11.593,-9.9051,8.4112
